Make,Model,Year,Engine.Fuel.Type,Engine.HP,Engine.Cylinders,Transmission.Type,Driven_Wheels,Number.of.Doors,Vehicle.Size,Vehicle.Style,highway.MPG,city.mpg,Popularity,MSRP,Market.Category
Cadillac,Escalade,2017,premium unleaded (recommended),420,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,20,15,1624,94795,"Luxury,Performance"
Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,1624,47390,"Crossover,Luxury"
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,21,15,1624,80195,"Flex Fuel,Luxury,Performance"
Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,Large,Crew Cab Pickup,18,13,1624,69640,"Crossover,Flex Fuel,Luxury,Performance"
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,21,14,1624,74295,"Flex Fuel,Luxury"
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,1624,47560,"Luxury,Performance"
Cadillac,Escalade ESV,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,22,15,1624,95195,"Luxury,Performance"
Cadillac,Escalade,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,22,15,1624,73395,"Luxury,Performance"
Cadillac,XLR,2007,regular unleaded,320,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,24,15,1624,80655,Luxury
Cadillac,XLR-V,2008,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,21,14,1624,100660,"Factory Tuner,Luxury,High-Performance"
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,1385,42010,Flex Fuel
Chevrolet,Silverado 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,20,1385,41135,Hybrid
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,29,1385,23475,Crossover
Chevrolet,Cruze,2016,regular unleaded,153,4,MANUAL,front wheel drive,4,Midsize,Sedan,41,29,1385,19820,Crossover
Chevrolet,City Express,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,Cargo Minivan,26,24,1385,21955,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19,14,1385,19620,Flex Fuel
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,17,13,1385,35160,Flex Fuel
Chevrolet,Celebrity,1990,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,29,20,1385,2000,Crossover
Chevrolet,Blazer,2003,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,17,13,1385,26695,Crossover
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,1385,28620,Performance
Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,1385,38295,Crossover
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,1385,29505,"Crossover,Flex Fuel"
Chevrolet,Sportvan,1994,regular unleaded,200,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,11,1385,2000,Crossover
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,1385,33575,Flex Fuel
Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,25,19,1385,16120,Flex Fuel
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,1385,33860,Flex Fuel
Chevrolet,Malibu Maxx,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,22,15,1385,23710,"Hatchback,Performance"
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,22,16,1385,45640,Crossover
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,1385,42560,Crossover
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,1385,50850,Crossover
Chevrolet,Beretta,1995,regular unleaded,120,4,MANUAL,front wheel drive,2,Midsize,Coupe,33,21,1385,2000,Crossover
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,21,15,1385,38625,"Crossover,Flex Fuel"
Chevrolet,Blazer,2005,regular unleaded,190,6,MANUAL,four wheel drive,2,Compact,2dr SUV,17,13,1385,24305,Crossover
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,26,19,1385,20120,Crossover
Chevrolet,Caprice,1996,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Large,Wagon,24,15,1385,2000,Crossover
Chevrolet,S-10,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Compact,Extended Cab Pickup,17,12,1385,23985,Crossover
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,16,1385,50000,Flex Fuel
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,1385,46300,Flex Fuel
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,25,18,1385,22955,Crossover
Chevrolet,Cruze,2017,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,29,1385,21920,Hatchback
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,1385,51150,Crossover
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,1385,37380,Flex Fuel
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,22,17,1385,37730,Flex Fuel
Chevrolet,Beretta,1994,regular unleaded,120,4,MANUAL,front wheel drive,2,Compact,Coupe,31,22,1385,2000,Crossover
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,1385,28155,Flex Fuel
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,20,15,1385,2268,Crossover
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,18,14,1385,2749,Crossover
Chevrolet,Astro,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Passenger Minivan,20,14,1385,24430,Crossover
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26,18,1385,28630,Crossover
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,24,18,1385,31120,Flex Fuel
Chevrolet,S-10,2003,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,18,14,1385,24370,Crossover
Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,39,33,1385,2000,Hatchback
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,1385,43775,Flex Fuel
Chevrolet,Malibu Classic,2008,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,22,1385,17935,Crossover
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,four wheel drive,3,Large,Extended Cab Pickup,17,13,1385,4098,Crossover
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,1385,37430,Flex Fuel
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,1385,49500,"Crossover,Flex Fuel"
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,20,15,1385,2207,Crossover
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,19,14,1385,2668,Crossover
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,32,22,1385,25210,Crossover
Chevrolet,Cruze,2015,diesel,148,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,46,27,1385,25660,Diesel
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,1385,33360,Flex Fuel
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,26,1385,24270,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,295,8,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,19,14,1385,30315,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,1385,28410,Flex Fuel
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,20,14,1385,27010,Performance
Chevrolet,Express,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,1385,31865,Flex Fuel
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,16,1385,2639,Crossover
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,Compact,Convertible,25,16,1385,64450,High-Performance
Chevrolet,Sonic,2016,regular unleaded,138,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,26,1385,14945,Hatchback
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,17,11,1385,36355,Flex Fuel
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Compact,Convertible,29,17,1385,59400,High-Performance
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Compact,Convertible,29,17,1385,69145,High-Performance
Chevrolet,Traverse,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,15,1385,44145,Crossover
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,Extended Cab Pickup,17,12,1385,3676,Crossover
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,1385,49915,"Flex Fuel,Performance"
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,15,1385,67730,"Flex Fuel,Performance"
Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,33,25,1385,22900,Crossover
Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,25,19,1385,18780,Flex Fuel
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,23,16,1385,28250,Crossover
Chevrolet,Spark,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,30,1385,14100,Hatchback
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Compact,Coupe,29,17,1385,65145,High-Performance
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,Compact,Convertible,25,16,1385,74195,High-Performance
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,Midsize,Sedan,36,25,1385,17745,Crossover
Chevrolet,Sonic,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,35,24,1385,18145,Hatchback
Chevrolet,Impala,2017,flex-fuel (unleaded/natural gas),249.30543535620052,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,17,1385,37675,"Flex Fuel,Performance"
Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,Compact,Convertible,22,15,1385,87015,"Factory Tuner,High-Performance"
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,16,1385,54505,Flex Fuel
Chevrolet,Impala,2016,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Large,Sedan,31,22,1385,27095,Crossover
Chevrolet,S-10 Blazer,1992,regular unleaded,160,6,MANUAL,four wheel drive,2,Compact,2dr SUV,20,15,1385,2000,Crossover
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,23,16,1385,23280,Flex Fuel
Chevrolet,Aveo,2009,regular unleaded,107,4,MANUAL,front wheel drive,4,Compact,Sedan,34,27,1385,14100,Crossover
Chevrolet,Trax,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,31,24,1385,21800,Crossover
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,29,20,1385,31490,Crossover
Chevrolet,Lumina Minivan,1996,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,Compact,Cargo Minivan,24,17,1385,2000,Crossover
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,1385,38590,Flex Fuel
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,29,20,1385,28200,Crossover
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,1385,27060,Flex Fuel
Chevrolet,Cruze,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,26,1385,23270,Crossover
Chevrolet,Tracker,2003,regular unleaded,127,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,20,1385,18430,Crossover
Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,15,1385,67440,"Flex Fuel,Performance"
Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,Sedan,29,19,1385,30435,"Flex Fuel,Performance"
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,Wagon,32,22,1385,19030,Flex Fuel
Chevrolet,Cobalt,2010,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,Compact,Coupe,30,22,1385,24535,"Factory Tuner,High-Performance"
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,29,20,1385,33670,"Crossover,Flex Fuel"
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,23,17,1385,27490,Crossover
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,Compact,Coupe,35,25,1385,16460,Crossover
Chevrolet,Tracker,2002,regular unleaded,127,4,MANUAL,rear wheel drive,2,Compact,Convertible SUV,24,20,1385,16100,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,1385,25845,Flex Fuel
Chevrolet,Tracker,2004,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,Compact,4dr SUV,20,17,1385,22715,Crossover
Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,31,24,1385,21540,Crossover
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,14,1385,27400,Crossover
Chevrolet,Camaro,2015,regular unleaded,323,6,MANUAL,rear wheel drive,2,Midsize,Coupe,28,17,1385,29205,Performance
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Compact,Convertible,29,17,1385,59000,High-Performance
Chevrolet,Camaro,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Midsize,Coupe,25,16,1385,41300,High-Performance
Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,17,1013,34145,Flex Fuel
Chrysler,Prowler,2001,premium unleaded (required),253,6,AUTOMATIC,rear wheel drive,2,Compact,Convertible,21,15,1013,44625,High-Performance
Chrysler,Le Baron,1993,regular unleaded,141,6,MANUAL,front wheel drive,2,Compact,Convertible,24,17,1013,2000,Crossover
Chrysler,Pacifica,2017,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,28,18,1013,42495,Performance
Chrysler,Le Baron,1994,regular unleaded,141,6,AUTOMATIC,front wheel drive,2,Compact,Convertible,26,18,1013,2000,Crossover
Chrysler,Sebring,2008,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,16,1013,32715,Crossover
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,40570,Crossover
Chrysler,LHS,2000,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Large,Sedan,24,16,1013,2087,Performance
Chrysler,200,2017,flex-fuel (unleaded/E85),295,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,18,1013,30900,"Flex Fuel,Performance"
Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,38095,Crossover
Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2,Compact,Convertible,23,15,1013,38545,Performance
Chrysler,200,2017,flex-fuel (unleaded/E85),184,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,23,1013,25690,Flex Fuel
Chrysler,Concorde,2002,regular unleaded,234,6,AUTOMATIC,four wheel drive,4,Large,Sedan,24,16,1013,25520,Crossover
Chrysler,200,2017,flex-fuel (unleaded/E85),184,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,23,1013,24490,Flex Fuel
Dodge,Shadow,1994,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,27,21,1851,2000,Hatchback
Dodge,Stratus,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,19,1851,21450,Performance
Dodge,Avenger,2013,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,19,1851,25695,"Flex Fuel,Performance"
Dodge,Ram Van,1998,regular unleaded,230,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,12,1851,2245,Crossover
Dodge,Dynasty,1993,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,18,1851,2000,Crossover
Dodge,Ramcharger,1993,regular unleaded,230,8,AUTOMATIC,rear wheel drive,2,Midsize,2dr SUV,16,11,1851,2000,Crossover
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,27,19,1851,42390,"Crossover,Performance"
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,18,14,1851,30155,Flex Fuel
Dodge,Stratus,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,19,1851,21975,Crossover
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,21,16,1851,27245,"Crossover,Performance"
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,21,15,1851,23250,Crossover
Dodge,Ram Wagon,2000,regular unleaded,225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,14,11,1851,2332,Crossover
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,17,1851,29395,Flex Fuel
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,20,15,1851,30180,Flex Fuel
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,22,1851,2000,Hatchback
Dodge,Charger,2015,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,16,1851,33595,High-Performance
Dodge,Stratus,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,19,1851,23335,Performance
Dodge,Caliber,2010,regular unleaded,158,4,MANUAL,front wheel drive,4,Compact,Wagon,31,23,1851,17995,Crossover
Dodge,Monaco,1992,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,16,1851,2000,Crossover
Dodge,Shadow,1992,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,23,1851,2000,Hatchback
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,32595,Crossover
Dodge,Stealth,1994,regular unleaded,320,6,MANUAL,all wheel drive,2,Compact,Coupe,22,16,1851,2823,"Factory Tuner,Performance"
Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,18,13,1851,32750,Flex Fuel
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,40095,Crossover
Dodge,Omni,1990,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,31,22,1851,2000,Hatchback
Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,19,14,1851,25715,Flex Fuel
Dodge,Ram Wagon,2000,regular unleaded,175,6,AUTOMATIC,rear wheel drive,3,Compact,Passenger Van,15,13,1851,2326,Crossover
Dodge,Neon,2004,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,29,22,1851,14315,Crossover
Dodge,RAM 250,1993,regular unleaded,180,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,16,11,1851,2000,Crossover
Dodge,Avenger,2014,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,1851,23295,Flex Fuel
Dodge,Viper,2016,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,Compact,Coupe,21,12,1851,87895,"Exotic,High-Performance"
Dodge,Caravan,2006,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,24,17,1851,18630,Flex Fuel
Dodge,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,27,1851,2000,Hatchback
Dodge,Magnum,2008,regular unleaded,250,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,15,1851,29855,Crossover
Dodge,Nitro,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,21,15,1851,26220,Crossover
Dodge,Ram Pickup 1500,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,20,14,1851,25575,Flex Fuel
Dodge,Caliber,2011,regular unleaded,158,4,MANUAL,front wheel drive,4,Compact,Wagon,32,24,1851,18585,Crossover
Dodge,Dakota,2009,regular unleaded,210,6,MANUAL,four wheel drive,4,Compact,Crew Cab Pickup,19,15,1851,28210,Flex Fuel
Dodge,Viper,2015,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,Compact,Coupe,21,12,1851,94995,"Exotic,High-Performance"
Dodge,Dakota,2008,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,18,14,1851,30780,Crossover
Dodge,Dart,2014,regular unleaded,160,4,MANUAL,front wheel drive,4,Midsize,Sedan,36,25,1851,16495,Crossover
Dodge,RAM 250,1992,regular unleaded,180,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,17,13,1851,2000,Crossover
Dodge,Neon,2004,regular unleaded,132,4,MANUAL,front wheel drive,4,Compact,Sedan,32,25,1851,15800,Crossover
Dodge,Ram Pickup 1500,2008,regular unleaded,310,8,MANUAL,rear wheel drive,4,Large,Crew Cab Pickup,17,13,1851,30775,Flex Fuel
Dodge,Charger,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,15,1851,51145,"Factory Tuner,High-Performance"
Dodge,Intrepid,2002,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,Large,Sedan,24,16,1851,27055,Performance
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,16,1851,28395,Crossover
Dodge,Charger,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,16,1851,34790,High-Performance
Dodge,Dakota,2008,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,19,14,1851,27780,Crossover
Dodge,Challenger,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,Coupe,23,14,1851,42595,"Factory Tuner,High-Performance"
Dodge,Colt,1994,regular unleaded,113,4,MANUAL,front wheel drive,4,Compact,Sedan,30,23,1851,2000,Crossover
Dodge,Ram 50 Pickup,1991,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,22,17,1851,2000,Crossover
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,18,14,1851,31045,Flex Fuel
Dodge,Spirit,1995,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,26,19,1851,2000,Crossover
Dodge,RAM 250,1991,regular unleaded,125,8,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,13,11,1851,2000,Crossover
Dodge,RAM 150,1991,regular unleaded,125,6,UNKNOWN,rear wheel drive,2,Large,Regular Cab Pickup,17,12,1851,2000,Crossover
Dodge,RAM 150,1993,regular unleaded,180,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,17,14,1851,2000,Crossover
