Make,Model,Year,Engine.Fuel.Type,Engine.HP,Engine.Cylinders,Transmission.Type,Driven_Wheels,Number.of.Doors,Vehicle.Size,Vehicle.Style,highway.MPG,city.mpg,Popularity,MSRP,Market.Category
Chevrolet,Spark EV,2014,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,109,128,1385,27010,Hatchback
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,18,13,1385,3342,Crossover
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,16,1385,65030,"Flex Fuel,Performance"
Chevrolet,Tracker,2003,regular unleaded,165,6,AUTOMATIC,four wheel drive,4,Compact,4dr SUV,19,16,1385,22130,Crossover
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,1385,33985,Flex Fuel
Chevrolet,Aveo,2011,regular unleaded,108,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,35,27,1385,12115,Hatchback
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,1385,63785,"Flex Fuel,Performance"
Chevrolet,Aveo,2011,regular unleaded,108,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,1385,14100,Crossover
Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,Wagon,32,22,1385,19030,Flex Fuel
Chevrolet,City Express,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,Cargo Minivan,26,24,1385,23515,Crossover
Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120,4,MANUAL,rear wheel drive,3,Compact,Extended Cab Pickup,25,19,1385,16570,Flex Fuel
Chevrolet,Blazer,2005,regular unleaded,190,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,20,14,1385,21305,Crossover
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,21,15,1385,38830,"Crossover,Flex Fuel"
Chevrolet,SSR,2004,regular unleaded,300,8,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,18,14,1385,41620,Performance
Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,1385,25975,"Crossover,Flex Fuel"
Chevrolet,Spark,2016,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,41,31,1385,17285,Hatchback
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,20,15,1385,49040,Crossover
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,1385,50305,"Crossover,Flex Fuel"
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,1385,40580,Flex Fuel
Chevrolet,Cruze,2017,regular unleaded,153,4,MANUAL,front wheel drive,4,Midsize,Sedan,39,28,1385,20150,Crossover
Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Compact,Convertible,29,17,1385,68450,High-Performance
Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,Compact,Coupe,25,16,1385,60450,High-Performance
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,18,14,1385,2653,Crossover
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27,20,1385,27630,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,1385,20075,Flex Fuel
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26,18,1385,31670,Diesel
Chevrolet,Lumina Minivan,1995,regular unleaded,120,6,AUTOMATIC,front wheel drive,3,Compact,Cargo Minivan,21,17,1385,2000,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,18,14,1385,28485,Crossover
Chevrolet,Impala,2015,flex-fuel (unleaded/E85),305,6,AUTOMATIC,front wheel drive,4,Large,Sedan,29,19,1385,30285,"Flex Fuel,Performance"
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,21,15,1385,47000,"Crossover,Flex Fuel"
Chevrolet,Spark,2017,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,38,30,1385,15925,Hatchback
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,24,1385,28420,Crossover
Chevrolet,Malibu,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,22,1385,30975,Performance
Chevrolet,Cavalier,2005,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,Sedan,33,23,1385,14610,Crossover
Chevrolet,Venture,2003,regular unleaded,185,6,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,24,17,1385,21365,Crossover
Chevrolet,TrailBlazer EXT,2004,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,Large,4dr SUV,19,14,1385,32320,Crossover
Chevrolet,Camaro,2017,premium unleaded (recommended),275,4,MANUAL,rear wheel drive,2,Midsize,Coupe,30,20,1385,30405,Performance
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,1385,41890,Flex Fuel
Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,3,Compact,Extended Cab Pickup,18,14,1385,25990,Crossover
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,1385,43950,Flex Fuel
Chevrolet,Uplander,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,23,16,1385,26250,Crossover
Chevrolet,Caprice,1996,regular unleaded,200,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,24,16,1385,2000,Crossover
Chevrolet,Spark,2017,regular unleaded,98,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,38,29,1385,16325,Hatchback
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,1385,39185,Flex Fuel
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,1385,42380,Flex Fuel
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,30,22,1385,20720,Flex Fuel
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,1385,35915,Flex Fuel
Chevrolet,Cruze,2015,regular unleaded,138,4,MANUAL,front wheel drive,4,Midsize,Sedan,36,25,1385,16170,Crossover
Chevrolet,Chevy Van,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,18,13,1385,2052,Crossover
Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2,Compact,Coupe,29,17,1385,55400,High-Performance
Chevrolet,Blazer,2004,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,17,13,1385,27230,Crossover
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,Extended Cab Pickup,19,14,1385,3427,Crossover
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,20,14,1385,28525,Crossover
Chevrolet,S-10,2004,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,18,14,1385,24660,Crossover
Chevrolet,Tahoe Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,20,1385,53620,"Luxury,Hybrid"
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,1385,47215,"Flex Fuel,Performance"
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,1385,35135,Flex Fuel
Chevrolet,Uplander,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,23,16,1385,23280,Flex Fuel
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,1385,52030,Flex Fuel
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,Wagon,32,22,1385,20030,Flex Fuel
Chevrolet,Camaro,2015,regular unleaded,323,6,MANUAL,rear wheel drive,2,Midsize,Convertible,28,17,1385,35105,Performance
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,15,1385,57205,Flex Fuel
Chevrolet,Camaro,2017,premium unleaded (recommended),275,4,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,31,22,1385,32600,Performance
Chevrolet,TrailBlazer EXT,2005,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,12,1385,30335,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,19,14,1385,19865,Flex Fuel
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,1385,43710,Crossover
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,1385,33060,Flex Fuel
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,32,22,1385,31920,"Crossover,Flex Fuel"
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,1385,16115,Flex Fuel
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,1385,31825,Flex Fuel
Chevrolet,Uplander,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,21,15,1385,33250,Crossover
Chevrolet,TrailBlazer,2008,premium unleaded (required),390,8,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,16,12,1385,32155,"Factory Tuner,Performance"
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,1385,47875,Crossover
Chevrolet,TrailBlazer,2009,regular unleaded,285,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,14,1385,29155,Crossover
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,1385,36090,Flex Fuel
Chevrolet,Camaro,2015,regular unleaded,323,6,MANUAL,rear wheel drive,2,Midsize,Coupe,28,17,1385,23705,Crossover
Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Compact,Regular Cab Pickup,23,17,1385,19434,Flex Fuel
Chevrolet,S-10,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,3,Compact,Extended Cab Pickup,18,14,1385,24063,Crossover
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,Extended Cab Pickup,18,14,1385,3220,Crossover
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,1385,39685,Flex Fuel
Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,31,24,1385,21620,Crossover
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,13,1385,33425,Flex Fuel
Chevrolet,Spark EV,2014,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,109,128,1385,26685,Hatchback
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,1385,44465,Flex Fuel
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,Wagon,32,22,1385,19720,Flex Fuel
Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,1385,54730,"Flex Fuel,Performance"
Chevrolet,Beretta,1996,regular unleaded,120,4,MANUAL,front wheel drive,2,Midsize,Coupe,33,22,1385,2000,Crossover
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,1385,31810,Flex Fuel
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,1385,27250,Flex Fuel
Chevrolet,Traverse,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,17,1385,33795,Crossover
Chevrolet,Chevy Van,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,14,1385,2000,Crossover
Chevrolet,TrailBlazer,2008,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,20,14,1385,31910,Crossover
Chevrolet,Trax,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,31,24,1385,23945,Crossover
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,20,15,1385,2713,Crossover
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,22,17,1385,37125,Flex Fuel
Chevrolet,Tracker,2004,regular unleaded,165,6,AUTOMATIC,rear wheel drive,4,Compact,4dr SUV,20,17,1385,19865,Crossover
Chevrolet,Traverse,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,22,15,1385,42145,Crossover
Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,Compact,Coupe,29,17,1385,60400,High-Performance
Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,four wheel drive,2,Compact,2dr SUV,20,15,1385,2000,Crossover
Chevrolet,S-10 Blazer,1993,regular unleaded,165,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,20,15,1385,2000,Crossover
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,4,MANUAL,front wheel drive,4,Compact,Wagon,32,22,1385,18720,Flex Fuel
Chevrolet,S-10 Blazer,1994,regular unleaded,165,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,20,15,1385,2000,Crossover
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,1385,26495,Flex Fuel
Chrysler,200,2017,flex-fuel (unleaded/E85),184,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,23,1013,22490,Flex Fuel
Chrysler,Aspen,2008,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,14,1013,32905,Crossover
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,45190,Crossover
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,14,1013,30310,Crossover
Chrysler,Cirrus,1999,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,17,1013,2202,Crossover
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,19,1013,42395,Performance
Chrysler,PT Cruiser,2008,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,24,19,1013,19785,Crossover
Chrysler,200,2016,flex-fuel (unleaded/E85),184,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,23,1013,21995,Flex Fuel
Chrysler,200,2015,flex-fuel (unleaded/E85),184,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,23,1013,25170,Flex Fuel
Chrysler,PT Cruiser,2010,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,24,19,1013,18275,Crossover
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1013,44895,Crossover
Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,Midsize,Convertible,29,20,1013,27850,Crossover
Chrysler,Voyager,2003,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,17,1013,23790,Crossover
Chrysler,Imperial,1991,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1013,2000,Crossover
Dodge,Dakota,2008,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,20,15,1851,22030,Crossover
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,17,1851,27395,Flex Fuel
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,18,14,1851,27005,Flex Fuel
Dodge,Avenger,2012,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,19,1851,23995,"Flex Fuel,Performance"
Dodge,Ram Pickup 1500,2008,regular unleaded,345,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,19,13,1851,38100,Crossover
Dodge,Viper,2017,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,Compact,Coupe,19,12,1851,87895,"Exotic,High-Performance"
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,20,15,1851,26325,Flex Fuel
Dodge,RAM 250,1993,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,15,12,1851,2046,Crossover
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,18,14,1851,27880,Flex Fuel
Dodge,Ram Pickup 1500,2008,regular unleaded,215,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,19,16,1851,22150,Flex Fuel
Dodge,RAM 250,1992,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,16,11,1851,2000,Crossover
Dodge,Charger,2015,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,15,1851,39995,High-Performance
Dodge,Dakota,2008,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,20,15,1851,26540,Crossover
Dodge,Viper,2015,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,Compact,Coupe,21,12,1851,94995,"Exotic,High-Performance"
Dodge,Caravan,2005,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,Large,Cargo Minivan,24,17,1851,19835,Crossover
Dodge,Dakota,2008,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,18,14,1851,26280,Crossover
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,16,1851,30995,Crossover
Dodge,RAM 250,1992,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,Extended Cab Pickup,15,12,1851,2000,Crossover
Dodge,Avenger,2012,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,19,1851,25995,"Flex Fuel,Performance"
Dodge,Monaco,1992,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,16,1851,2000,Crossover
Dodge,Dakota,2008,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,20,15,1851,22030,Crossover
Dodge,Ramcharger,1993,regular unleaded,230,8,AUTOMATIC,rear wheel drive,2,Midsize,2dr SUV,16,11,1851,2000,Crossover
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,Midsize,Sedan,36,25,1851,17995,Crossover
Dodge,RAM 150,1992,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,16,11,1851,2000,Crossover
Dodge,Magnum,2007,regular unleaded,250,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,15,1851,29860,Crossover
Dodge,Nitro,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,22,16,1851,22240,Crossover
Dodge,Challenger,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,Coupe,23,15,1851,40140,High-Performance
Dodge,Stratus,2006,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,19,1851,23755,Performance
Dodge,Shadow,1992,regular unleaded,152,4,MANUAL,front wheel drive,2,Compact,Convertible,24,18,1851,2000,Performance
Dodge,Intrepid,2004,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1851,25105,Crossover
Dodge,Journey,2015,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,16,1851,33295,Crossover
Dodge,Caliber,2010,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,27,23,1851,19995,Crossover
Dodge,Ram Pickup 1500,2008,regular unleaded,345,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,17,13,1851,39780,Crossover
Dodge,Stratus,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,25,19,1851,21735,Performance
Dodge,Journey,2017,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,19,1851,24895,Crossover
Dodge,RAM 150,1992,regular unleaded,180,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,17,14,1851,2000,Crossover
Dodge,Ram Cargo,2001,regular unleaded,175,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,15,13,1851,20850,Crossover
Dodge,Ram Pickup 1500,2010,regular unleaded,215,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,20,14,1851,20610,Flex Fuel
Dodge,Shadow,1992,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,29,23,1851,2000,Hatchback
Dodge,Challenger,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,Coupe,23,14,1851,42795,"Factory Tuner,High-Performance"
Dodge,Challenger,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,Coupe,23,14,1851,42795,"Factory Tuner,High-Performance"
Dodge,RAM 150,1991,regular unleaded,170,8,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,14,11,1851,2000,Crossover
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,Midsize,Sedan,35,22,1851,20995,Crossover
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,21,16,1851,28995,"Crossover,Performance"
Dodge,RAM 250,1993,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,Extended Cab Pickup,15,12,1851,2073,Crossover
Dodge,Ram Pickup 1500,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,20,14,1851,21820,Flex Fuel
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,45090,Crossover
Dodge,Dakota,2010,flex-fuel (unleaded/E85),302,8,AUTOMATIC,four wheel drive,4,Compact,Crew Cab Pickup,19,14,1851,31365,Flex Fuel
Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,18,13,1851,25975,Flex Fuel
Dodge,Ram Van,2000,regular unleaded,225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,12,1851,2320,Crossover
Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,18,13,1851,28725,Flex Fuel
Dodge,RAM 150,1991,regular unleaded,125,6,UNKNOWN,rear wheel drive,2,Large,Regular Cab Pickup,17,12,1851,2000,Crossover
Dodge,Challenger,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,Coupe,30,19,1851,29995,Performance
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,22,16,1851,21590,Crossover
Dodge,Shadow,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,20,1851,2000,Hatchback
Dodge,RAM 150,1991,regular unleaded,170,8,MANUAL,rear wheel drive,2,Large,Extended Cab Pickup,14,11,1851,2000,Crossover
Dodge,Caliber,2010,regular unleaded,172,4,MANUAL,front wheel drive,4,Compact,Wagon,29,23,1851,19995,Crossover
Dodge,Grand Caravan,2017,regular unleaded,283,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,17,1851,32395,Crossover
Dodge,Ram Pickup 1500,2008,regular unleaded,310,8,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,17,13,1851,25435,Flex Fuel
Dodge,Ram Pickup 1500,2008,flex-fuel (unleaded/E85),310,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,17,13,1851,32155,Flex Fuel
Dodge,RAM 150,1991,regular unleaded,125,6,UNKNOWN,rear wheel drive,2,Large,Regular Cab Pickup,17,12,1851,2000,Crossover
Dodge,Shadow,1992,regular unleaded,152,4,MANUAL,front wheel drive,2,Compact,Convertible,24,18,1851,2000,Performance
Dodge,Caliber,2010,regular unleaded,158,4,MANUAL,front wheel drive,4,Compact,Wagon,31,23,1851,16975,Crossover
Ferrari,458 Italia,2013,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,17,13,2774,257412,"Exotic,High-Performance"
Ferrari,F430,2007,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,16,11,2774,234945,"Exotic,Factory Tuner,High-Performance"
Ferrari,458 Italia,2014,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,17,13,2774,257412,"Exotic,High-Performance"
Ferrari,F430,2008,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,Compact,Convertible,16,11,2774,217310,"Exotic,High-Performance"
Ferrari,458 Italia,2014,premium unleaded (required),597,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,17,13,2774,288000,"Exotic,High-Performance"
